name, binding energy, ionization energy, dipole magnitude, dipole x, dipole y, dipole z
dsgdb9nsd_000530, -2.1653864644, -0.386631, 0.466867133562, 0.07158, 0.44092, 0.13576
dsgdb9nsd_000536, -2.15201907957, -0.452783, 1.70406597669, 0.22386, 1.65917, -0.31762
dsgdb9nsd_000555, -1.90644604991, -0.406337, 1.18139596127, 0.05995, 1.08898, 0.45412
dsgdb9nsd_000580, -1.99782111295, -0.397573, 1.11598466522, 0.20065, 0.90316, 0.62407
dsgdb9nsd_000604, -2.0361394442, -0.356272, 0.411830768885, 0.34077, 0.22953, -0.02822
dsgdb9nsd_000625, -2.10488155374, -0.397186, 0.426211563194, 0.06227, -0.40574, -0.11469
dsgdb9nsd_000635, -2.40325180821, -0.427024, 0.727280860878, 0.43809, -0.2352, -0.53075
dsgdb9nsd_000640, -2.48059734697, -0.387241, 0.0609530524256, -0.03516, -0.04979, 7e-05
dsgdb9nsd_000658, -2.74595842179, -0.424611, 0.0, -0.0, -0.0, -0.0
dsgdb9nsd_000662, -2.4796250364, -0.391324, 0.0623217113051, 0.02079, -0.0426, -0.04046
dsgdb9nsd_000667, -2.18339156822, -0.373919, 0.598504534736, -0.24294, -0.26819, -0.47672
dsgdb9nsd_000682, -1.79724471679, -0.401148, 1.54683328132, -0.59672, 1.35067, 0.46077
dsgdb9nsd_000697, -1.91641885212, -0.399110, 0.818003216008, -0.53234, 0.62103, 0.00807
dsgdb9nsd_000712, -1.70527297669, -0.354425, 1.3624633518, 0.37571, -0.58172, 1.17335
dsgdb9nsd_000743, -1.38444982814, -0.436193, 1.10972443796, -0.02539, 1.1078, -0.06019
dsgdb9nsd_000748, -1.51379515574, -0.410845, 2.38744943454, 0.04839, 2.19998, -0.9261
dsgdb9nsd_000761, -1.53076251702, -0.319836, 1.70366142936, -1.63927, 0.17081, -0.43137
dsgdb9nsd_000779, -0.991923062042, -0.493246, 0.412644054483, -0.00559, 0.4126, 0.00226
dsgdb9nsd_000788, -1.52054316926, -0.378688, 0.63517523771, -0.03195, -0.03024, 0.63365
dsgdb9nsd_000799, -1.99303383959, -0.403818, 1.33527501759, 0.03489, -0.82826, 1.04677
dsgdb9nsd_000838, -2.41134974252, -0.275199, 0.568842849564, 0.29255, -0.48783, 0.00431
dsgdb9nsd_000840, -2.13707311332, -0.301114, 0.789282089116, -0.08945, -0.44296, -0.64711
dsgdb9nsd_000874, -2.1127706047, -0.274644, 0.20620301186, -0.20583, 0.00184, -0.01226
dsgdb9nsd_000893, -1.73410914404, -0.339897, 2.20602905151, -1.04062, 1.89734, -0.42869
dsgdb9nsd_000920, -2.13938982172, -0.314862, 1.60495198701, -0.53281, 1.51386, 0.01457
dsgdb9nsd_000927, -1.81069787367, -0.356021, 1.15588876268, -0.31138, 1.11312, 0.00923
dsgdb9nsd_000959, -2.61444488473, -0.280539, 0.72140065664, -0.01293, 0.37901, 0.61368
dsgdb9nsd_000974, -2.12418967533, -0.294615, 1.04354603487, -0.08495, -0.2607, -1.00688
dsgdb9nsd_000978, -1.99948268082, -0.283555, 0.354865636826, -0.34137, -0.09692, 0.00163
dsgdb9nsd_000981, -2.11314138401, -0.275784, 0.250349715997, 0.24941, 0.00539, 0.02099
dsgdb9nsd_001010, -1.85787144578, -0.335059, 0.622760740413, 0.5569, 0.27867, -0.00603
dsgdb9nsd_001042, -2.4225069071, -0.308228, 1.42207097386, 0.41597, -0.25067, -1.33657
dsgdb9nsd_001083, -2.65215854115, -0.363759, 0.59564494911, -0.28726, -0.17333, -0.49217
dsgdb9nsd_001105, -3.1005150489, -0.426978, 0.575301098035, -0.19562, -0.31993, -0.43629
dsgdb9nsd_001109, -2.14686321003, -0.383413, 2.26748906474, -2.16373, 0.62573, -0.26123
dsgdb9nsd_001119, -1.88240339221, -0.432535, 2.30596719892, -2.01209, 1.1261, 0.02962
dsgdb9nsd_001173, -2.20644086247, -0.446571, 1.9201023473, -1.37936, 1.10439, 0.75132
dsgdb9nsd_001183, -2.30486940906, -0.418524, 1.18518593225, -0.99426, -0.4095, 0.49842
dsgdb9nsd_001203, -1.95186897934, -0.435406, 1.18239997349, -0.39198, 1.06763, -0.3234
dsgdb9nsd_001214, -2.14238115428, -0.434745, 1.9043430348, 0.26053, 1.88642, 0.00813
dsgdb9nsd_001229, -1.94585104094, -0.438372, 2.70914555772, -0.50898, 2.65998, 0.07011
dsgdb9nsd_001238, -2.14610448583, -0.409415, 1.16745924117, 0.25654, 1.02159, 0.50349
dsgdb9nsd_001257, -2.21496335864, -0.404662, 0.125404354789, -0.0532, -0.11351, 0.00339
dsgdb9nsd_001258, -2.03483016663, -0.401985, 0.583160272567, 0.02203, -0.58225, 0.02399
dsgdb9nsd_001260, -2.67795388218, -0.374235, 1.23318822935, 0.69201, 0.03267, -1.0202
dsgdb9nsd_001280, -2.44586848085, -0.428450, 0.973289836637, -0.62239, -0.42052, 0.61894
dsgdb9nsd_001298, -2.78647606635, -0.428844, 0.973857034477, 0.86436, 0.15526, 0.42092
dsgdb9nsd_001315, -3.17483679066, -0.406760, 0.037276236398, -0.037, -0.00373, 0.00257
dsgdb9nsd_001321, -2.58589443018, -0.403313, 1.71229986652, -0.75517, -0.64316, -1.39572
dsgdb9nsd_001334, -2.66717948699, -0.388599, 1.05279834565, -0.81069, -0.05937, -0.66906
dsgdb9nsd_001335, -2.57366136403, -0.423223, 0.970289217553, -0.75917, 0.48492, -0.36052
dsgdb9nsd_001336, -2.56938668321, -0.389842, 0.893533971039, 0.22591, 0.84927, -0.16158
dsgdb9nsd_001405, -2.44380274416, -0.394064, 0.916862327833, -0.72603, 0.54668, 0.12107
dsgdb9nsd_001429, -2.12931386962, -0.351272, 0.313629326754, 0.17311, 0.25053, -0.07504
dsgdb9nsd_001434, -2.17373738634, -0.401327, 0.830726870758, -0.0514, -0.53673, 0.63197
dsgdb9nsd_001437, -2.27169216312, -0.392140, 1.32436137508, -0.62185, -0.00658, -1.16927
dsgdb9nsd_001440, -2.0295293686, -0.465251, 2.12207391834, 2.0065, 0.6906, -0.01507
dsgdb9nsd_001441, -2.14148243355, -0.388422, 1.67152814879, 1.38747, -0.87843, -0.31192
dsgdb9nsd_001447, -2.22294722998, -0.429589, 0.428675188109, 0.08738, 0.41967, 0.00206
dsgdb9nsd_001448, -2.22437046188, -0.407102, 1.5421111302, -0.95469, 0.52517, -1.09127
dsgdb9nsd_001450, -2.04607512107, -0.410341, 2.54214497254, 2.4865, -0.35917, -0.38835
dsgdb9nsd_001452, -2.01628369694, -0.392328, 1.1487315703, 0.56859, -0.38374, -0.92143
dsgdb9nsd_001459, -2.09894052423, -0.420349, 1.40421250418, 1.36448, -0.25377, -0.21356
dsgdb9nsd_001462, -1.91465471182, -0.433046, 0.52381949076, 0.52376, -0.00458, -0.00643
dsgdb9nsd_001466, -2.64819847114, -0.370488, 0.804502421687, -0.2541, -0.64489, -0.40838
dsgdb9nsd_001470, -2.94028729984, -0.379816, 0.300212871643, -0.12875, 0.18783, -0.19563
dsgdb9nsd_001478, -2.20387786953, -0.440539, 1.68564549265, 1.43343, 0.86008, -0.21666
dsgdb9nsd_001482, -2.31770851849, -0.448345, 1.366518014, 1.20821, 0.27404, -0.57663
dsgdb9nsd_001498, -2.02079793825, -0.494120, 1.77076822026, 1.14785, 1.34835, -0.00357
dsgdb9nsd_001499, -2.08533333284, -0.399945, 1.05772397557, 0.45764, 0.92558, 0.22945
dsgdb9nsd_001512, -2.58259740324, -0.408485, 1.44481384202, -0.43082, -0.99136, 0.95869
dsgdb9nsd_001529, -2.39732182685, -0.392011, 1.73374430335, -0.24226, -0.56993, -1.61937
dsgdb9nsd_001530, -2.40837551866, -0.380065, 0.644382967109, 0.43265, -0.36567, -0.30713
dsgdb9nsd_001537, -2.63796693492, -0.381937, 0.799095439669, 0.53352, 0.47847, -0.35352
dsgdb9nsd_001562, -2.58113978347, -0.419173, 0.642387387252, -0.50326, 0.06126, 0.39451
dsgdb9nsd_001568, -2.79326247625, -0.429708, 0.0547747140568, 0.04232, -0.03375, 0.00838
dsgdb9nsd_001569, -2.77851957917, -0.425101, 0.786495068516, -0.22652, -0.692, 0.29732
dsgdb9nsd_001587, -1.90061182983, -0.416948, 0.802795207883, -0.02471, 0.65249, -0.46704
dsgdb9nsd_001595, -2.14286259911, -0.435287, 0.257410221048, 0.21903, -0.06293, -0.11969
dsgdb9nsd_001605, -2.00675930593, -0.474243, 0.617656609614, 0.52708, 0.29489, 0.12933
dsgdb9nsd_001608, -2.11390852999, -0.405917, 2.10207735833, -0.08446, 1.21482, 1.71342
dsgdb9nsd_001631, -2.40941489049, -0.415267, 0.695751741428, -0.58602, 0.34967, -0.13558
dsgdb9nsd_001644, -2.41393271167, -0.405134, 0.0607743794703, 0.0021, 0.06016, -0.00836
dsgdb9nsd_001648, -2.03860361724, -0.390864, 3.7498666882, -0.03105, 3.74968, 0.02088
dsgdb9nsd_001659, -2.61226746725, -0.423180, 1.20700329092, 1.19051, 0.07941, 0.18231
dsgdb9nsd_001666, -2.42127619298, -0.396916, 0.859445861064, -0.82069, -0.09888, 0.23524
dsgdb9nsd_001668, -2.42393873105, -0.376551, 0.91950201729, -0.37395, -0.60858, -0.57903
dsgdb9nsd_001741, -2.49493106752, -0.387580, 1.39987384492, 0.69304, -0.49376, -1.11155
dsgdb9nsd_001743, -2.67260017353, -0.397924, 1.08363393939, 0.86771, -0.29089, 0.58028
dsgdb9nsd_001756, -2.55681978883, -0.387890, 0.850808758359, -0.10152, 0.79027, -0.2984
dsgdb9nsd_001792, -2.87098670634, -0.385570, 0.563554679601, 0.26552, 0.20439, 0.45312
dsgdb9nsd_001796, -2.55553121881, -0.381441, 1.09642459969, -0.34368, 1.0337, -0.12448
dsgdb9nsd_001808, -2.86846608809, -0.416508, 0.735427346378, -0.70545, -0.20448, 0.03717
dsgdb9nsd_001848, -2.21035699566, -0.347183, 1.53871831204, 0.04081, 1.20601, 0.95474
dsgdb9nsd_001860, -2.39137739007, -0.375472, 0.502379618217, 0.17934, 0.11976, -0.45374
dsgdb9nsd_001877, -2.20615470612, -0.407574, 0.853438069751, -0.36358, 0.76164, -0.12677
dsgdb9nsd_001890, -2.90043343022, -0.411268, 0.537331910461, -0.08474, -0.2397, -0.47338
dsgdb9nsd_001893, -2.59971523348, -0.418770, 0.50294454416, -0.47855, 0.09032, -0.12564
dsgdb9nsd_001921, -2.43079657243, -0.350145, 0.728451742602, -0.36785, -0.01468, -0.62858
dsgdb9nsd_001928, -2.36489078822, -0.399399, 0.538850729423, 0.26779, 0.31761, 0.34318
dsgdb9nsd_001929, -2.9504644487, -0.351874, 0.138638856386, 0.0129, 0.10197, 0.09304
dsgdb9nsd_001930, -2.6398308742, -0.361497, 0.77175248273, 0.22967, 0.71784, -0.16601
dsgdb9nsd_001932, -2.33805443678, -0.367419, 0.845360822489, 0.77668, -0.32427, 0.07907
dsgdb9nsd_001938, -2.23268360303, -0.387477, 0.869682943032, -0.00846, 0.84037, 0.22373
dsgdb9nsd_001971, -2.1177575104, -0.451430, 1.2005781728, 0.19447, -0.25095, -1.15784
dsgdb9nsd_001977, -2.85929697157, -0.399855, 0.481402807221, 0.41406, 0.17444, -0.17284
dsgdb9nsd_001981, -2.46762885736, -0.399207, 0.869770559688, -0.23164, -0.50805, -0.66688
dsgdb9nsd_002033, -2.34572913414, -0.424062, 0.326719587873, -0.01067, -0.32649, -0.00601
dsgdb9nsd_002034, -2.94694164463, -0.369877, 0.0831488027575, -0.04712, -0.06771, 0.01043
dsgdb9nsd_002041, -2.34506667433, -0.401605, 0.750550883085, -0.30844, 0.03256, -0.68347
dsgdb9nsd_002052, -2.31940662698, -0.367193, 1.52347113901, 0.32272, 1.47701, -0.18777
dsgdb9nsd_002069, -2.18861549549, -0.399550, 1.19200360406, 0.60118, -1.02501, 0.09386
dsgdb9nsd_002079, -2.21479652789, -0.386646, 1.60143434377, -0.0983, 1.35857, -0.84215
dsgdb9nsd_002083, -2.34486894271, -0.389089, 1.79176301485, -0.02527, 1.79039, -0.06542
dsgdb9nsd_002103, -2.90068538578, -0.399169, 0.538916641884, -0.14498, -0.32584, -0.40403
dsgdb9nsd_002109, -2.600007652, -0.423334, 0.723590942522, -0.24226, -0.68183, -0.00134
dsgdb9nsd_002112, -2.60004781949, -0.413781, 0.772135979864, 0.71156, 0.01933, -0.29917
dsgdb9nsd_002117, -2.10646309393, -0.368820, 2.30469640808, 1.83541, -1.39043, -0.09798
dsgdb9nsd_002131, -2.30267994, -0.354362, 1.21004588578, -1.16531, -0.30164, -0.1236
dsgdb9nsd_002195, -2.08908065337, -0.393009, 1.70455840912, 1.67945, 0.1117, -0.26924
dsgdb9nsd_002196, -2.68854788257, -0.385417, 1.05879798833, -0.1557, -0.33974, -0.99065
dsgdb9nsd_002223, -2.63257160181, -0.368207, 0.770363778614, -0.61791, -0.31368, 0.33653
dsgdb9nsd_002268, -2.63729134404, -0.369205, 0.774315153281, -0.26771, -0.0835, 0.72175
dsgdb9nsd_002277, -2.35780728616, -0.385993, 1.7559945726, -0.00125, 1.69809, 0.44722
dsgdb9nsd_002278, -2.14791466029, -0.404617, 1.35540542138, 1.19391, -0.55889, -0.31519
dsgdb9nsd_002288, -2.41457432724, -0.366267, 0.778842408193, 0.69996, 0.12166, 0.31914
dsgdb9nsd_002290, -2.47003845218, -0.379132, 0.836168716289, -0.65186, -0.28113, -0.44184
dsgdb9nsd_002326, -2.36828393284, -0.401171, 1.29947044022, 1.22555, -0.31417, -0.29656
dsgdb9nsd_002342, -2.84882672879, -0.398530, 0.463424763797, 0.33502, 0.21757, -0.23492
dsgdb9nsd_002352, -2.50821710176, -0.411817, 1.3832410796, -1.11225, 0.44293, 0.69287
dsgdb9nsd_002378, -2.30293812539, -0.394196, 1.30825913186, 0.08556, -0.3832, -1.24795
dsgdb9nsd_002380, -2.29619022636, -0.397446, 1.90431753923, -1.41943, -1.09058, 0.64983
dsgdb9nsd_002382, -2.20861267708, -0.419016, 1.02328583304, 0.61933, -0.35586, -0.73274
dsgdb9nsd_002383, -2.4606699282, -0.375047, 0.627842770604, 0.1319, -0.57739, 0.20835
dsgdb9nsd_002389, -2.63579374843, -0.404869, 0.820795578996, -0.56625, 0.5194, -0.2886
dsgdb9nsd_002408, -1.81893653787, -0.416076, 0.49856592202, 0.13631, 0.4616, -0.13005
dsgdb9nsd_002414, -2.33487296272, -0.407073, 0.922555708074, 0.59954, -0.35105, 0.60698
dsgdb9nsd_002416, -2.02063537953, -0.419533, 0.994814679626, 0.16386, -0.88236, 0.42924
dsgdb9nsd_002420, -2.47880305086, -0.368266, 0.846377113289, -0.04549, 0.84127, 0.08093
dsgdb9nsd_002438, -2.76351120135, -0.334404, 0.122697013004, 0.04365, 0.08629, 0.07552
dsgdb9nsd_002452, -2.20849776169, -0.415612, 1.71193282029, -0.6293, 1.51876, 0.47756
dsgdb9nsd_002460, -2.55633371352, -0.328050, 0.576472262212, -0.51671, -0.21321, 0.14097
dsgdb9nsd_002462, -2.27957276535, -0.361410, 0.488951597298, 0.07894, -0.24553, 0.4154
dsgdb9nsd_002463, -2.08734536237, -0.342976, 0.57902112319, 0.47609, 0.06917, 0.32221
dsgdb9nsd_002476, -2.25854011671, -0.368339, 0.7913607338, 0.4179, 0.67169, 0.02107
dsgdb9nsd_002478, -2.20039243072, -0.427418, 1.79318143672, 0.74565, 1.63007, 0.04876
dsgdb9nsd_002535, -2.38307246203, -0.390419, 1.87003123525, -1.7476, -0.29468, 0.59672
dsgdb9nsd_002568, -1.91169226638, -0.396780, 0.957780929649, 0.2314, 0.70736, 0.60286
dsgdb9nsd_002581, -2.36698468525, -0.403914, 0.95314146054, -0.13795, -0.92747, -0.17102
dsgdb9nsd_002588, -2.27230793467, -0.440168, 1.51856763514, 1.2735, -0.8107, 0.16435
dsgdb9nsd_002595, -2.28149428355, -0.420000, 1.28236305503, 0.59168, -1.06711, -0.39452
dsgdb9nsd_002612, -2.34948831351, -0.398423, 1.46264894329, -1.37554, -0.49709, 0.01154
dsgdb9nsd_002638, -2.21790406161, -0.405510, 1.36149087511, 1.29446, -0.12115, -0.40417
dsgdb9nsd_002645, -2.49805626554, -0.357483, 0.114644620894, -0.09263, 0.06359, -0.02279
dsgdb9nsd_002683, -2.66607476724, -0.376073, 1.24439937146, -1.20159, -0.02774, 0.3224
dsgdb9nsd_002698, -2.49063451223, -0.442605, 1.55867865085, 0.69671, 1.3943, 0.00135
dsgdb9nsd_002710, -2.5808147852, -0.423414, 1.19902601627, 0.99108, 0.58562, 0.33537
dsgdb9nsd_002715, -2.5912662226, -0.417662, 1.2587908619, 0.96576, 0.5523, -0.58892
dsgdb9nsd_002723, -3.07764501894, -0.415950, 0.421158149155, -0.16571, -0.24831, 0.29708
dsgdb9nsd_002728, -2.77306413894, -0.420609, 0.165872978812, -0.05601, -0.11085, 0.10995
dsgdb9nsd_002763, -2.10758629319, -0.382814, 1.11550231959, 1.06169, 0.21267, -0.2682
dsgdb9nsd_002783, -2.26268953551, -0.386578, 1.14527832993, 0.9198, -0.04787, 0.68069
dsgdb9nsd_002792, -2.11302716635, -0.448238, 1.42608570507, 0.34367, -0.93162, -1.02357
dsgdb9nsd_002812, -1.95443187339, -0.378531, 0.699000303147, 0.10022, -0.19155, -0.66473
dsgdb9nsd_002860, -2.86550753825, -0.413106, 0.723574402325, -0.72233, -0.02512, 0.03418
dsgdb9nsd_002876, -2.04136106563, -0.392810, 0.604569670923, -0.33586, -0.28285, -0.41557
dsgdb9nsd_002913, -2.39370311408, -0.418940, 0.850448680462, 0.51136, 0.57923, -0.35534
dsgdb9nsd_002925, -2.68466815274, -0.327960, 0.640543242803, 0.54715, -0.33203, -0.02605
dsgdb9nsd_002939, -2.68415168595, -0.339725, 0.604674001508, 0.50995, -0.3187, -0.06334
dsgdb9nsd_002957, -2.01640822194, -0.408115, 1.03049943624, 0.50559, 0.88896, -0.12672
dsgdb9nsd_002963, -1.87445830028, -0.432965, 1.86031698226, -1.7437, 0.64258, -0.08591
dsgdb9nsd_002979, -2.41389760444, -0.391766, 0.560171107609, 0.50931, -0.23119, -0.03076
dsgdb9nsd_002985, -2.67060790485, -0.398143, 1.09539194775, 0.71908, 0.54282, -0.62302
dsgdb9nsd_002989, -2.48337509041, -0.373845, 1.5591948562, -0.28014, -0.33326, -1.49718
dsgdb9nsd_002995, -2.37363617952, -0.418482, 0.790933329428, -0.51384, -0.28746, -0.52812
dsgdb9nsd_002997, -2.5007549273, -0.388535, 1.37906646377, -0.37233, -0.39401, 1.26805
dsgdb9nsd_003006, -2.17555775381, -0.413597, 0.796136404519, 0.27865, -0.69711, 0.265
dsgdb9nsd_003015, -2.86878454316, -0.407759, 0.651017407832, -0.29635, -0.44672, 0.36938
dsgdb9nsd_003019, -2.64477687102, -0.379503, 1.058644131, 0.64754, 0.56182, 0.62111
dsgdb9nsd_003064, -2.20620064169, -0.364077, 0.4631424309, -0.2002, 0.41237, 0.06612
dsgdb9nsd_003092, -2.47565826821, -0.383563, 1.49999957993, -0.48663, 0.1371, -1.41223
dsgdb9nsd_003147, -2.24721679747, -0.375913, 0.955189820769, 0.05253, 0.88482, -0.35598
dsgdb9nsd_003167, -2.45817953725, -0.351811, 0.739486664315, -0.73871, -0.03315, 0.00701
dsgdb9nsd_003175, -2.66340543647, -0.395016, 0.673948835521, 0.27302, 0.46585, 0.4033
dsgdb9nsd_003182, -2.72364953055, -0.351386, 0.419042449998, 0.20738, -0.20391, -0.30168
dsgdb9nsd_003197, -2.69805692737, -0.395021, 0.692517708293, -0.47085, 0.08747, -0.50023
dsgdb9nsd_003199, -2.70274658842, -0.418836, 0.624027106623, -0.07964, 0.34849, 0.51149
dsgdb9nsd_003203, -2.46220317531, -0.390414, 1.26640987133, -0.1729, 0.05111, -1.25351
dsgdb9nsd_003212, -1.94684265297, -0.387210, 1.76737272951, -1.43707, -0.88701, 0.5212
dsgdb9nsd_003219, -2.34581920076, -0.408726, 0.814371421097, -0.58017, -0.43199, -0.37415
dsgdb9nsd_003235, -2.39127471208, -0.326434, 0.47372806345, 0.41314, -0.16996, -0.15763
dsgdb9nsd_003240, -2.63470427042, -0.401912, 0.711940878585, -0.13416, 0.16569, -0.67927
dsgdb9nsd_003258, -2.56951121385, -0.302587, 0.111117424826, -0.0138, 0.00935, -0.10986
dsgdb9nsd_003259, -2.77038067604, -0.302902, 0.278497829435, -0.10155, 0.06471, -0.25112
dsgdb9nsd_003265, -2.48353427714, -0.385818, 0.976863635622, -0.65784, 0.47651, 0.54263
dsgdb9nsd_003286, -1.87240224595, -0.434313, 1.64544835732, 0.33554, 1.38837, -0.81691
dsgdb9nsd_003290, -2.64244845142, -0.391511, 0.712168747559, -0.07365, 0.0662, 0.70525
dsgdb9nsd_003325, -2.42964571978, -0.379383, 1.06534285298, -0.65894, 0.63452, 0.54602
dsgdb9nsd_003350, -2.43207100069, -0.345835, 0.646518129522, -0.35862, -0.53755, -0.02043
dsgdb9nsd_003354, -2.46064116729, -0.351150, 0.66872044488, -0.29213, -0.58642, -0.13401
dsgdb9nsd_003403, -2.43159864799, -0.369032, 0.72676554906, 0.43052, 0.31, -0.49673
dsgdb9nsd_003420, -2.28649060047, -0.401051, 1.6511808166, -0.51497, 1.48389, 0.50919
dsgdb9nsd_003435, -2.46210960804, -0.341702, 0.741374168015, -0.67089, 0.1312, -0.28693
dsgdb9nsd_003460, -2.16841283048, -0.401292, 1.02562409776, 0.00129, 0.70777, 0.74227
dsgdb9nsd_003466, -2.13306087293, -0.364313, 0.583555648846, 0.11736, -0.55384, -0.14151
dsgdb9nsd_003504, -2.22604191258, -0.380901, 1.58713907122, 0.76745, 1.38925, -0.00392
dsgdb9nsd_003516, -2.41274728752, -0.374087, 0.623161663936, 0.58377, 0.21767, -0.01276
dsgdb9nsd_003521, -2.69435125077, -0.390488, 0.0271822184525, -0.01347, -0.02361, 0.0
dsgdb9nsd_003523, -2.1653939458, -0.390462, 1.16410175947, -0.78728, 0.70418, -0.48934
dsgdb9nsd_003534, -2.17544533076, -0.376932, 0.579059079628, 0.25934, 0.37214, 0.35995
dsgdb9nsd_003549, -2.50463964112, -0.367065, 0.777110548506, -0.22978, 0.55661, 0.49121
dsgdb9nsd_003555, -2.49435321539, -0.339218, 0.34145892447, 0.33473, 0.05861, -0.03339
dsgdb9nsd_003563, -2.43027810675, -0.394289, 0.788418018186, 0.25493, -0.27516, 0.69347
dsgdb9nsd_003570, -2.18984804186, -0.363394, 1.25287562232, -0.45324, -1.16693, 0.05045
dsgdb9nsd_003580, -2.38530458974, -0.319713, 0.639786197022, 0.32843, -0.37731, 0.39887
dsgdb9nsd_003592, -2.93882545293, -0.362224, 0.0517404764184, -0.03612, 0.03071, -0.02072
dsgdb9nsd_003595, -2.72148832692, -0.360531, 0.527435974787, 0.11235, 0.42575, -0.29035
dsgdb9nsd_003602, -2.5078238037, -0.357449, 0.245223373274, -0.18764, 0.08406, -0.13364
dsgdb9nsd_003628, -2.52043106603, -0.333228, 0.00502952284019, 0.0039, -0.0031, 0.00069
dsgdb9nsd_003632, -1.95594619708, -0.331967, 0.726760248294, 0.04114, -0.72558, -0.00465
dsgdb9nsd_003648, -1.3819182938, -0.405178, 1.00974248955, -0.04984, -1.0085, -0.00486
dsgdb9nsd_003652, -2.40785109262, -0.320518, 1.10081909981, -0.00809, 1.1003, -0.03282
dsgdb9nsd_003654, -2.19668955606, -0.334433, 1.92717970625, 0.12447, 1.87883, 0.41052
dsgdb9nsd_003662, -2.0793393331, -0.316769, 1.5472689516, 0.37954, 1.29433, -0.75809
dsgdb9nsd_003666, -1.77492181175, -0.346943, 1.16225350772, -0.59367, 0.98528, -0.16617
dsgdb9nsd_003692, -2.11315848293, -0.367781, 1.42211285407, 0.16572, 0.40548, 1.35297
dsgdb9nsd_003695, -2.20615875021, -0.311987, 1.225455347, 0.44187, -0.89225, 0.71441
